id,wholeName
17941,General Company for Homs Refinery
17940,Hims
17942,Army Supply Bureau
17946,Industrial Establishment for Defence
17951,ETINDE
17943,Industrial Establishment of Defence
17944,Industrial Establishment of Defense
17945,IED
17952,Coefficient Defense Foundation
17947,Defence Factories Establishment
17948,Establissements Industriels de la Defense
17949,EID
17950,Establissement Industrial de la Defence
17953,Higher Institute for Applied Sciences and Technology
17954,HIAST
120341,ISSAT
120340,Institut Supérieur des Sciences Appliquées et de Technologie
17955,National Standards & Calibration Laboratory
17956,NSCL
17957,El Jazireh
17958,Al Jazerra
17959,Mikhail Efimovich FRADKOV
17960,Михаил Ефимович ФРАДКОВ
17961,Nikolai Platonovich PATRUSHEV
17962,Николай Платонович Патрушев
17963,Aleksandr Vasilievich BORTNIKOV
17964,Александр Васильевич Бортников
17965,Rashid Gumarovich NURGALIEV
17966,Рашид Гумарович Нургалиев
17967,Boris Vyacheslavovich GRYZLOV
17968,Борис Вячеславович ГРЫЗЛОВ
17969,Sergei Orestovich BESEDA
17970,Сергей Орестович Беседа
17971,Mikhail Vladimirovich DEGTYARYOV/ DEGTYAREV
17972,Михаил  Владимирович  ДЕГТЯРËВ
17973,Ramzan Akhmadovitch KADYROV
17974,Рамзан Ахматович Кадыров
17975,Alexander Nikolayevich TKACHYOV
17976,Александр  Николаевич  Ткачëв
17978,Павел Юрьевич Губарев
109530,Pavlo Yuriyovich GUBARIEV (HUBARIEV)
17977,Pavel Yurievich GUBAREV
109529,Павло Юрійович Губарєв
17979,Ekaterina Yurievna GUBAREVA
17980,Екатерина Юрьевна Губарева
18702,Kateryna Yuriyivna Gubarieva (HUBARIEVA)
18703,Катерина Юріївна ГУБАРЄВА
17981,Fyodor Dmitrievich BEREZIN
17982,Фëдор Дмитриевич БЕРЕЗИН
18704,Fedir Dmytrovych BEREZIN
18705,Федiр Дмитрович БЕРЕЗIН
111425,Валерій Володимирович КАУРОВ
111426,Valeriy Volodymyrovych KAUROV
17983,Valery Vladimirovich KAUROV
17984,Валерий Владимирович Кауров
17985,Serhii Anatoliyovych ZDRILIUK
17986,Сергей Анатольевич ЗДРИЛЮК
114348,Abwehr
111428,Сергій Анатолійович ЗДРИЛЮК
17987,Vladimir ANTYUFEYEV
17988,Владимир АНТЮФЕЕВ
17989,Vladimir SHEVTSOV
17990,Vladimir Iurievici ANTIUFEEV
17991,Vladimir Gheorghievici ALEXANDROV
17992,Vadim Gheorghievici SHEVTSOV
17993,Lugansk People's Republic
17994,Луганская народная республика
17995,Luganskaya narodnaya respublika
17996,"So called ""Donetsk People's Republic"""
17997,"""Донецкая народная республика"""
17998,"""Donétskaya naródnaya respúblika"""
17999,So-called “Federal State of Novorossiya”
18001,"""Federativnoye Gosudarstvo Novorossiya"""
18000,"""Федеративное государство Новороссия"""
18002,International Union of Public Associations ‘Great Don Army’
114381,Международный Союз Общественных Объединений ‘Всевеликое Войско Донское’
18005,Sobol
18006,СОБОЛЬ
18007,Lugansk Guard
18008,Луганская гвардия
18009,Army of the Southeast
18010,Армии Юго-Востока
18011,Donbass People's Militia
18012,Нарoдное oпoлчéние Дoнбáсса
18013,Vostok battalion
18014,батальоны Восток
114387,ГУП ГС ‘Севастопольский морской порт’
18018,State enterprise ‘Sevastopol commercial seaport’
18019,Государственное предприятие ‘Севастопольский морской торговый порт’
18020,Gosudarstvenoye predpriyatiye Sevastopolski morskoy torgovy port
108162,"State Unitary Enterprise of the City of Sevastopol, ‘Sevastopol seaport’"
18024,State enterprise Universal -Avia
18025,Государственное унитарное предприятие Республики Крым ‘Универсал-Авиа’
18026,Gosudarstvenoye predpriyatiye ‘Universal-Avia’
114390,Государственное предприятие ‘Универсал-Авиа’
108164,State Unitary Enterprise of the ‘Republic of Crimea’ ‘Universal-Avia’
18027,Resort ‘Nizhnyaya Oreanda’ (Formerly known as)
18028,Санаторий ‘Нижняя Ореанда’
108165,Federal State Budgetary Enterprise ‘Sanatorium Nizhnyaya Oreanda’ of the Administration of the President of the Russian Federation
18029,Crimean Republican Enterprise ‘Azov distillery plant’
18030,Крымское республиканское предприятие ‘Азовский ликероводочный Завод’
18031,Azovsky likerovodochny zavod
114395,Производственно-аграрное объединение “Массандра” Управления делами Президента Российской Федерации
18032,State concern National Association of producers “Massandra”
18033,Национальное производственно-аграрное объединение ‘Массандра’
18034,Nacionalnoye proizvodstvenno agrarnoye obyedinenye Massandra
108166,Federal State Budgetary Enterprise ‘Production- Agrarian Union “Massandra”’ of the Administration of the President of the Russian Federation
18035,State enterprise “Magarach” of the national institute of wine
18036,Государственное предприятие Агрофирма ‘Магарач’ Национального института винограда и вина ‘Магарач’
18037,Gosudarstvenoye predpriyatiye Agrofirma ‘Magarach’ nacionalnogo instituta vinograda i vina ‘Magarach’
108167,State Unitary Enterprise of the Republic of Crimea ‘National Institute of Wine “Magarach”
114405,Федеральное государственное бюджетное учреждение науки ‘Всероссийский национальный научно-исследовательский институт виноградарства и виноделия “Магарач” РАН’
114404,Federal state budget institution for science and research ‘All- Russia national scientific research institute for wine growing and wine making “Magarach” Russian Academy of Sciences’
18039,Aкционерное общество ‘Завод шампанских вин “Новый Свет”’
18040,Gosudarstvennoye unitarnoye predpriyatiye Respubliki Krym ‘Zavod shampanskykh vin “Novy Svet”’ and as State enterprise sparkling wine plant ‘Novy Svet’
108168,Formerly known as State unitary enterprise of the ‘Republic of Crimea’ Sparkling wine plant ‘Novy Svet’
18038,Joint-stock company Sparkling wine plant ‘Novy Svet’
114412,Государственное унитарное предприятие Республики Крым ‘Завод шампанских вин “Новый Свет”’
115874,Государственное предприятие Завод шампанских вин ‘Новый свет’ (Gosudarstvenoye predpriyatiye Zavod shampanskykh vin ‘Novy Svet’)
18042,Alexey Alexeyevich GROMOV
18043,Алексей Алексеевич Громов
18044,Oksana TCHIGRINA
18045,Оксана  Александровна  ЧИГРИНА
18706,Oksana Aleksandrovna CHIGRINA (CHYHRYNA)
18047,Борис Алексеевич ЛИТВИНОВ
18046,Boris Alekseevich LITVINOV
111430,Borys Oleksiyovych LYTVYNOV
111429,Борис Олексiйович ЛИТВИНОВ
18048,Sergey Vadimovich ABISOV
18049,Сергей Вадимович АБИСОВ
111431,Сергiй Вадимович АБIСОВ
111432,Sergiy (Serhiy) Vadymovych ABISOV
18050,Arkady Romanovich ROTENBERG
18068,Аркадий Романович РОТЕНБЕРГ
18707,Arkadii Romanovich ROTENBERG
18051,Konstantin Valerevich MALOFEEV
18052,Константин Валерьевич МАЛОФЕЕВ
18053,Yuriy Valentinovich KOVALCHUK
18054,Юрий Валентинович Ковальчук
18055,Nikolay Terentievich SHAMALOV
18056,Николай Терентьевич Шамалов
18057,JOINT-STOCK COMPANY ALMAZ-ANTEY AIR AND SPACE DEFENCE CORPORATION
18058,ALMAZ-ANTEY CORP
18059,ALMAZ-ANTEY DEFENSE CORPORATION
18060,ALMAZ-ANTEY JSC
18061,"ОАО Концерн ""Алмаз-Антей"""
111476,Акционерное общество ‘Концерн воздушно-космической обороны “Алмаз — Антей”’
111477,Концерн ВКО “Алмаз — Антей
111478,CONCERN ALMAZ-ANTEY
18062,DOBROLET
18063,DOBROLYOT
18064,Добролет
18065,Добролёт
18066,RUSSIAN NATIONAL COMMERCIAL BANK
18067,Российский национальный коммерческий банк
18072,Abd Al-Rahman Muhammad Zafir al-Dubaysi al-Juhani
18071,Abd Al-Rahman Muhammad Zafir al-Dubaysi al-Jahni
18074,Abu al-Wafa'
18075,Abu Anas
18076,Abd al-Rahman Muhammad Zafir  al-Dabisi al-Jahani
18077,Abu Wafa al-Saudi
18078,Abd al-Rahman Muhammad Thafir al-Jahni
18079,Abd al-Rahman Muhammad al-Juhani
18080,Abdelrahman Mouhamad Zafir al Dabissi Juhan
18081,Abdelrahman Mouhamad Zafir al Dabissi Juhani
18082,Abou Wafa al Saoudi
18116,Abd Al-Rahman Muhammad Zafir al-Dubaysi al-juhani
18117,Abu al-Wafa
18073,Abdulrhman Mohammed D. Aljahani
18070,Abd Al-Rahman Muhammad Zafir Al-Dubaysi Al-Juhni
18069,Abdelrahman Mouhamad Zafir al Dabidi al Jahani
18085,Hicac Fehid Hicac Muhammed Sebib al-Acmi
18088,Hajaj al-Ajami
18083,Hajjaj Bin Fahd al Ajmi
18084,Hijaj Fahid Hijaj Muhammad Sahib al-Ajmi
18089,Ajaj Ajami
18086,Hajjaj bin-Fahad al-Ajmi
18087,Sheikh Hajaj al-Ajami
18090,Abou Mohamed al Adnani
18104,Hajj Ibrahim
18091,Yaser Khalaf Nazzal Alrawi
18092,Jaber Taha Falah
18093,Abou khattab
18094,Abou Sadeq Alrawi
18095,Tah al Binchi
18096,Abu Mohammed al-Adnani
18097,Taha Sobhi Falaha
18098,Yasser Khalaf Hussein Nazal al-Rawi
18099,Abu Baker al-Khatab
18100,Abu Sadek al-Rawi
18101,Taha al-Banshi
18102,Abu Mohamed al-Adnani
18103,Abu-Mohammad al-Adnani al-Shami
18106,Said Mohamed Arif
18110,Slimane Chabani
18109,Abdallah al-Jazairi
18105,Said Arif
18111,Souleiman
18107,Omar Gharib
18108,Abderahmane
18112,Abdul Mohsen Abdallah Ibrahim al Charek
18113,Abdul Mohsen Abdullah Ibrahim Al-Sharikh
18114,Sanafi al Nasr
104395,Hamid Hamad Hamid al-'Ali
18173,Hamid Hamad Hamid al-'Ali
18123,"""Tsar"""
18168,Владимир Петровнч КОНОНОВ
111342,Володимир Петрович КОНОНОВ
111343,Volodymyr Petrovych KONONOV
111344,Vladimir Petrovich KONONOV
18124,Miroslav Vladimirovich Rudenko
18134,Мирослав Владимирович Руденко
111346,Myroslav Volodymyrovych RUDENKO
111345,Мирослав Володимирович РУДЕНКО
18127,Andrey Yurevich Pinchuk
18132,Андрей Юрьевич ПИНЧУК
111348,Andriy Yuriyovych PINCHUK
111347,Андрій Юрійович ПIНЧУК
18130,Oleg Vladimirovich Bereza
18131,Олег Владимирович Берёза
18135,Andrei Nikolaevich RODKIN
18136,Андрей Николаевич Родкин
18137,Aleksandr Akimovich KARAMAN
18138,Александр Акимович КАРАМАН
18709,Alexandru CARAMAN
18139,Georgiy L'vovich MURADOV
18140,Георгий Львович Мурадов
18141,Mikhail Sergeyevich Sheremet
18142,Михаил Сергеевич Шеремет
111350,Mykhaylo Serhiyovych SHEREMET
111349,Михайло Сергійович ШЕРЕМЕТ
18143,Yuri Leonidovich Vorobiov
18144,Юрий Леонидович Воробьев
18145,Vladimir Volfovich Zhirinovsky
18146,Владимир Вольфович Жириновский
18147,Vladimir Abdualiyevich VASILYEV
18170,Владимир Абдуалиевич ВАСИЛЬЕВ
18148,Viktor Petrovich Vodolatsky
18167,Виктор Петрович Водолацкий
18150,Леонид Иванович Калашников
18149,Leonid Ivanovich Kalashnikov
18151,Vladimir Stepanovich NIKITIN
18171,Владимир Степанович НИКИТИН
18152,Oleg Vladimirovich LEBEDEV
18153,Олег Владимирович ЛЕБЕДЕВ
18154,Ivan Ivanovich Melnikov
18155,Иван Иванович Мельников
18156,Igor Vladimirovich Lebedev
18157,Игорь Владимирович Лебедев
18158,Nikolai Vladimirovich Levichev
18159,Николай Владимирович Левичев
18160,Svetlana Sergeevna Zhurova
18161,Светлана Сергеевна Журова
18162,Aleksey Vasilevich NAUMETS
18163,Алексей Васильевич Hаумец
18164,Sergey Viktorovich Chemezov
18172,Сергей Викторович Чемезов
18165,Alexander Mikhailovich BABAKOV
18166,Aлександр Михайлович БАБАКОВ
18174,Hassan Samir
18178,Abu Maryam al-Saudi
18182,Ahmed bin Abdullah Saleh bin al-Zahrani
18181,Abu Maryam al-Azadi
18176,Ahmed Abdullah Saleh Al Zahrani
18177,Abu Maryam al-Zahrani
18183,Ahmed Abdullah Saleh al-Zahrani al-Khozmri
18179,Ahmed Abdullah S al-Zahrani
18180,Ahmad Abdullah Salih al-Zahrani
18187,Azam Abdallah Razeeq al Mouled Alsbhua
18191,Azam A.R. Alsbhua
18190,Abu Abdalla al-Harbi
18184,Azzam Abdullah Zureik Al-Maulid Al-Subhi
18185,Mansur al-Harbi
18186,Azzam al-Subhi
18188,Abu Muslem al-Maky
18189,Abu Suliman al-Harbi
18192,Anders Cameroon Ostensvig Dale
18194,Abu Abdurrahman the Norwegian
18195,Abu Abdurrahman the Moroccan
18193,Muslim Abu Abdurrahman
18197,Barahim Suliman H. al Hblian
18199,Abu-Jabal
18198,Abu Jabal
18196,Ibrahim Suleiman Hamad Al-Hablain
18208,Abou Aayadh
18207,Abu Ayyad al-Tunisi
18209,Abou Iyadh
18206,Abou Iyadh el-Tounsi
18205,Abu Iyyadh al-Tunisi
18204,Sayf Allah bin Hussayn
18203,Sayf Allah ‘Umar bin Hassayn
18202,Saifallah ben Hassine
115100,Seifallah Ben Omar Ben Mohamed Ben Hassine
18200,Seifallah ben Amor ben Hassine
18201,Seif Allah ben Hocine
18210,Abd Al-Rahman Bin ‘Umayr Al-Nu’Aymi
18211,Abd al-Rahman bin 'Amir al-Na'imi
18220,Abdulrahman Omair al Neaimi
18219,A. Rahman Omair J Alnaimi
18218,Abdelrahman Imer al Jaber al Naimeh
18212,'Abd al-Rahman al-Nu'aimi
18213,'Abd al-Rahman bin 'Amir al-Nu'imi
18214,'Abd al-Rahman bin 'Amir al-Nu'aymi
18215,'Abdallah Muhammad al-Nu'aymi
18216,'Abd al-Rahman al-Nua'ymi
18217,A. Rahman al-Naimi
18221,Abd Al-Rahman Khalaf ‘Ubayd Juday’ Al-‘Anizi
18222,‘Abd al-Rahman Khalaf al-Anizi
18223,‘Abd al-Rahman Khalaf al-‘Anzi
18224,Abu Usamah al-Rahman
18225,Abu Shaima’ Kuwaiti
18228,Yusuf
18226,Abu Usamah al-Kuwaiti
18227,Abu Usama
18231,Hani
18233,Abu-Ahmad Hadud
18229,Anas Hasan Khattab
18230,Samir Ahmed al-Khayat
18232,Abu Hamzah
18235,Muyassir al-Jiburi
18236,Muyassir Harara
18237,Muyassir al-Shammari
18238,Muhammad Khalid Hassan
18239,Al-Shammari
18234,Maysar Ali Musa Abdallah Al-Juburi
18241,Abu Maria al-Qatani
18240,Mus'ab al-Qahtani
18242,Shafi Sultan Mohammed Al-Ajmi
18245,Shaykh Abu-Sultan
18244,Sheikh Shafi al-Ajmi
18243,Shafi al-Ajmi
18250,Tahir Muhammad Khalil Mustafa al-Bayati
18257,Abu Muhammad
18256,Abu Hasan
18246,Abd Al-Rahman Muhammad Mustafa Al-Qaduli
18247,‘Abd al-Rahman Muhammad Mustafa Shaykhlari
18248,Umar Muhammad Khalil Mustafa
18249,Abdul Rahman Muhammad al-Bayati
18258,Abu Zayna
18251,Aliazra Ra’ad Ahmad
18252,Abu-Shuayb
18253,Hajji Iman
18254,Abu Iman
18255,Abu Ala
18259,Emilie Edwige Konig
108991,Emilie Samra Konig
18260,Kevin Jordan Axel Guiavarch
18261,Oumar Diaby
18262,Omsen
18263,Oumar Omsen
18265,Ansar Al-shari’a in Tunisia (AAS-T)
18266,AAS-T
18267,Ansar al-Sharia in Tunisia
18272,Al-Qayrawan Media Foundation
18269,Ansar al-Shari’ah
18270,Ansar al-Sharia
18271,Supporters of Islamic Law
18268,Ansar al-Shari’ah in Tunisia
18273,Abdallah Azzam Brigades (AAB)
18274,AAB
18277,Yusuf al-'Uyayri Battalions of the Abdallah Azzam Brigades
18276,Ziyad al-Jarrah Battalions of the Abdallah Azzam Brigades
18275,Abdullah Azzam Brigades
18278,"Ocean Maritime Management Company, Limited (OMM)"
18279,OMM
18283,Kari Rahmat
109767,Qari Rahmat
18282,Rahmatullah Shah Nawaz
18284,Qari Saifullah Tokhi
18285,Qari Saifullah
18286,Qari Saifullah Al Tokhi
18287,Saifullah Tokhi
18288,Qari Sahab
18291,Qari Sahab
18290,Yaya
18289,Yahya Haqqani
18292,Saidullah Jan
18293,Abid Khan
18294,Muhammad Omar Zadran
18295,Mohammad-Omar Jadran
18306,Maalim Salman
18307,Mu'alim Salman
18308,Mualem Suleiman
18309,Ameer Salman
18310,Ma'alim Suleiman
18311,Maalim Salman Ali
18314,Ma'alin Sulayman
18312,Maalim Selman Ali
18313,Ma'alim Selman
18316,Sheikh Ahmed Umar Abu Ubaidah
18317,Sheikh Omar Abu Ubaidaha
18318,Sheikh Ahmed Umar
18319,Sheikh Mahad Omar Abdikarim
18315,Ahmed Diriye
18321,Abu Diriye
18320,Abu Ubaidah
18322,Houmam Jaza'iri
18323,Humam al- Jazaeri
109692,Hammam al-Jazairi
18324,Mohamad Amer Mardini
18325,Mohammad Amer Mardini
18326,Mohamad Ghazi Jalali
18327,Mohammad Ghazi al-Jalali
18328,Hassan Nouri
18329,Hassan al-Nouri
18330,Kamal Cheikha
18331,Kamal al-Sheikha
18332,Mohammad Walid Ghazal
18333,Khalaf Souleymane Abdallah
18334,Khalaf Sleiman al- Abdullah
18335,Nizar Wahbeh Yazaji
18336,Nizar Wehbe Yazigi
18337,Hassan Safiyeh
18338,Hassan Safiye
18339,Issam Khalil
18340,Mohammad Mouti' Mouayyad
18341,Mohammad Muti'a Moayyad
18342,Ghazwan Kheir Bek
18343,Ghazqan Kheir Bek
18344,Ghassan Ahmed Ghannan
109698,Major General Ghassan Ghannan
109697,Brigadier General Ghassan Ahmad Ghanem
18348,Muhammad Bilal
18347,Mohammed Bilal
18351,Abdelhamid Khamis Abdullah
18354,Abdelhamid Khamis Ahmad Adballa
18353,Hamid Khamis
18352,Abdulhamid Khamis Abdullah
18355,Pangates International Corp Ltd
18356,Pangates
18357,Abdulkarim Group
18358,Al Karim for Trade and Industry/Al Karim Group
18371,Ansar al-Charia Derna
18374,Ansar al Sharia
18375,Ansar al Charia
18372,Ansar al-Sharia Derna
18373,Ansar al-Sharia
18365,Ansar Al Charia Derna
18384,Sergey Yurievich KOZYAKOV
18385,Serhiy Yuriyovych KOZYAKOV
18386,Сергей  Юрьевич  КОЗЬЯКОВ
109528,Сергiй  Юрiйович  КОЗЬЯКОВ
18387,Oleg Konstantinovich AKIMOV
18388,Oleh AKIMOV
111352,Oleh Kostiantynovych AKIMOV
18389,Олег Константинович Акимов
111351,Олег Костянтинович АКIМОВ
18390,Larisa Leonidovna AIRAPETYAN
18391,Larysa Ayrapetyan
18392,Larisa Airapetyan
18393,Larysa Airapetyan
18394,Лариса Леонидовна Айрапетян
111356,Лариса Леонідівна АЙРАПЕТЯН
18395,Yuriy Viktorovich SIVOKONENKO
18396,Yuriy SIVOKONENKO
18397,Yury SIVOKONENKO
18398,Yury SYVOKONENKO
18399,Юрий Викторович СИВОКОНЕНКО
18400,Aleksandr Igorevich KOFMAN
18401,Oleksandr Kofman
111357,Олександр Iгорович КОФМАН
18402,Александр Игоревич Кофман
18403,Ravil Zakarievich KHALIKOV
18404,Равiль Закарiйович ХАЛIКОВ
111358,Равіль Закарійович ХАЛIКОВ
111359,Ravil Zakariyovych KHALIKOV
18710,Dmitrii Aleksandrovich SEMENOV
18406,Дмитрий Александрович СЕМЕНОВ
18405,Dmitry Aleksandrovich SEMYONOV
18407,Oleg Evgenevich BUGROV
106301,Олег Евгеньевич БУГРОВ
111360,Олег Євгенович БУГРОВ
111361,Oleh Yevhenovych BUHROV
18408,Lesya Mikhaylovna LAPTEVA
18436,Леся Михайловна Лаптева
111363,Lesya Mykhaylivna LAPTIEVA
111362,Леся Михайлівна ЛАПТЄВА
18409,Yevgeniy Eduardovich MIKHAYLOV
18410,Yevhen Eduardovych Mychaylov
18411,Евгений Эдуардович Михайлов
111364,Євген Едуардович МИХАЙЛОВ
18412,Ihor Vladymyrovych KOSTENOK
18413,Igor Vladimirovich Kostenok
18414,Игорь Владимирович Костенок
18416,Vladislav Nikolayevich Deynego
18417,Владислав Николаевич Дейнего
111446,Владислав Миколайович ДЕЙНЕГО
111447,Vladyslav Mykolayovych DEYNEGO
18418,Yevgeniy Vyacheslavovich ORLOV
18419,Yevhen Vyacheslavovych ORLOV
18420,Евгений Вячеславович ОРЛОВ
18421,Donetsk Republic (Public organisation)
18422,Донецкая республика
18423,Peace to Luhansk Region (Mir Luganschine)
18424,Мир Луганщине
18425,Mir Luganschine
18426,Free Donbass
18427,"""Free Donbas"""
18428,"""Svobodny Donbass"""
18429,Свободный Донбасс
18430,People's Union
18432,Народный союз
18431,People's Union (Narodny Soyuz)
18433,Luhansk Economic Union
18434,Luganskiy Ekonomicheskiy Soyuz
18435,Луганский ЭКОНОМИЧeСКИЙ Союз
18450,ADF (Allied Democratic Forces)
18451,Forces Democratiques Alliees-Armee Nationale de Liberation de l'Ouganda
18452,ADF/NALU
110793,NALU
18454,Abdullah Yahya Al Hakim
18455,Abu Ali al Hakim
18456,Abu-Ali al-Hakim
18457,Abdallah al-Hakim
18458,Abu Ali Alhakim
18459,Abdallah al-Mu'ayyad
111733,Abd Al-Khaliq Al-Houthi
18460,Abd al-Khaliq al-Huthi
18461,Abd-al-Khaliq al-Huthi
18462,Abd-al-Khaliq Badr-al-Din al Huthi
18464,Abu-Yunus
18463,'Abd al-Khaliq Badr al-Din al-Huthi
18465,Ali Abdullah Saleh
18467,Ali Abdallah Salih
18473,Mohammed Hamcho
18474,Khalid Qaddur
108730,Khalid Kaddour
108733,Khaled Qaddur
108732,Khalid Qadour
108731,Khalid Qaddour
18478,Ayman Jabir
18479,Aiman Jaber
18480,Hamcho International
18481,Hamsho International Group
18484,Ashraf Muhammad Yusuf 'Abd-al-Salam
18487,Ibn al- Khattab
18486,Khattab
18485,Ashraf Muhammad Yusif 'Abd al-Salam
18483,Ashraf Muhammad Yusif 'Uthman 'Abd-al-Salam
18482,Ashraf Muhammad Yusuf 'Uthman 'Abd Al-Salam
18491,Ibrahim Issa Hijji Mohd Albaker
18495,Abu-Khalil
18494,Ibrahim al-Bakr
18488,Ibrahim 'Isa Hajji Muhammad Al-Bakr
18489,Ibrahim 'Issa Haji Muhammad al-Bakar
18490,Ibrahim 'Isa Haji al-Bakr
18492,Ibrahim Issa Hijji Muhammad al-Baker
18493,Ibrahim 'Issa al-Bakar
18497,Tarkhan Tayumurazovich Batyrashvili
18496,Tarkhan Tayumurazovich Batirashvili
18499,Omar Shishani
18500,Umar Shishani
18501,Abu Umar al-Shishani
18502,Omar al-Shishani
18503,Chechen Omar
18504,Omar the Chechen
18505,Omer the Chechen
18506,Umar the Chechen
18507,Abu Umar
18508,Abu Hudhayfah
18498,Tarkhan Batirashvili
18510,'Abd al-Malik Muhammad Yusif 'Abd-al-Salam
18512,'Umar al-Tayyar
18511,'Umar al-Qatari
18509,'Abd Al-Malik Muhammad Yusuf 'Uthman 'Abd Al-Salam
18516,Alexey Yurevich MILCHAKOV
18517,Fritz
18518,Serbian
18519,Алексей Юрьевич МИЛЬЧАКОВ
18527,Eduard Aleksandrovich BASURIN
18528,Эдуард Александрович БАСУРИН
111451,Eduard Oleksandrovych BASURIN
111452,Едуард Олександрович БАСУРIН
18529,Alexandr Vasilievich SHUBIN
18530,Александр Васильевич ШУБИН
115866,КУЗОВЛЕВ
18534,Сергей Юрьевич ИГНАТОВ
108158,KUZOVLEV
115867,TAMBOV
18533,Sergey Yurevich IGNATOV
115865,ТAMБOB
18535,Ekaterina Vladimirovna FILIPPOVA
18536,Екатерина  Владимировна  ФИЛИППОВА
111461,Kateryna Volodymyrivna FILIPPOVA
111462,Катерина  Володимирiвна  ФIЛIППОВА
18537,Aleksandr Yurievich TIMOFEEV
18538,Александр Юрьевич ТИМОФЕЕВ
111463,Олександр Юрійович ТИМОФЕЄВ
111464,Oleksandr Yuriyovych TYMOFEYEV
18539,Evgeny Vladimirovich MANUYLOV
18540,Евгений Владимирович МАНУЙЛОВ
111466,Yevhen Volodymyrovych MANUYLOV
111467,Євген Володимирович МАНУЙЛОВ
18541,Viktor Vyacheslavovich YATSENKO
18542,Виктор Вячеславович Яценко
111470,Viktor Viacheslavovych YATSENKO
111469,Віктор В'ячеславович ЯЦЕНКО
18543,Olga Igoreva BESEDINA
18544,Ольга Игорева БЕСЕДИНА
111471,Olha Ihorivna BESEDINA
111472,Ольга Iгорiвна БЕСЕДIНА
18545,Zaur Raufovich ISMAILOV
106269,Заур Рауфович  ИСМАИЛОВ
111473,Заур Рауфович  IСМАЇЛОВ
111474,Zaur Raufovych ISMAYILOV
18546,Anatoly Ivanovich ANTONOV
18547,Анатолий Иванович АНТОНОВ
18548,Arkady Viktorovich BAKHIN
18549,Аркадий Викторович Бахин
18550,Andrei Valeryevich KARTAPOLOV
18551,Андрей Валерьевич Картaполов
18555,Valery Fedorovich RASHKIN
18556,Валерий Фёдорович Рашкин
18557,Cossack National Guard
18558,Казачья Национальная Гвардия
18560,Батальон ‘Спарта’
18559,Sparta battalion
18562,Батальон ‘Сомали’
18561,Somali battalion
18564,Батальон ‘Заря’
18563,Zarya battalion
18565,Prizrak brigade
18566,Бригада ‘Призрак’
18568,Батальон ‘Оплот’
18567,Oplot battalion
18570,Батальон ‘Кальмиус’
18569,Kalmius battalion
18572,Батальон ‘Смерть’
18571,Death battalion
18573,Movement ‘Novorossiya’ of Igor STRELKOV
18574,Движение ‘Новороссия’ Игоря СТРЕЛКОВА
18579,Denis Mamadou Gerhard Cuspert
18580,Abu Talha al-Almani
18581,Bayan Al-Bitar
18582,Bayan Bitar
18583,Ghassan Abbas
18584,Wael Abdulkarim
18585,Wael Al Karim
18589,George Heswani
18588,George Haswani
18591,George Al Hasawani
18590,George Hasawani
18592,Emad Hamsho
18593,Imad Hmisho
109730,Hemasho
109734,Hamchu
109731,Hmeisho
109732,Hamisho
109733,Hamcho
18612,Organisation for Technological Industries
18613,Technical Industries Corporation (TIC)
18614,Syrian Company for Information Technology
18615,SCIT
18617,Hamsho Group
18616,Hamsho Trading
18619,Hmisho Economic Group
18618,Hmisho Trading Group
18718,Indonesia Hilal Ahmar Society for Syria
18715,Hilal Ahmar Society Indonesia (HASI)
18716,HASI
18717,Yayasan Hilal Ahmar
18720,Angga Dimas Persada
18719,Angga Dimas Pershada
18729,Angga Dimas Persadha
18721,Angga Dimas Prasondha
18723,Abu Zahra
18724,Pak Zahra
18722,Bambang Sukirno
18725,Wiji Joko Santoso
18726,Wijijoko Santoso
18728,Abu Seif
18727,Abu Seif al-Jawi
18738,Fazal Hayat
18739,Mullah Radio
18736,Maulana Fazlullah
18737,Mullah Fazlullah
18740,Ali Ben Taher Ben Faleh Ouni Harzi
18741,Abou Zoubair
18742,Tarak Ben Taher Ben Faleh Ouni Harzi
18743,Abou Omar Al Tounisi
105216,Muhammad Mahalla
105217,Mohamed Mahalla
105218,Muhamad Mahalla
105248,Muhammad Muhalla
105249,Mohamed Muhalla
105250,Muhamad Muhalla
105251,Muhammad Maalla
105252,Mohamed Maalla
105253,Muhamad Maalla
105254,Muhammad Mualla
105255,Mohamed Mualla
105256,Muhamad Mualla
105257,Muhammad Mahla
105258,Mohamed Mahla
105259,Muhamad Mahla
109668,Abdulmalik al-Huthi
105306,Abdulmalik al-Houthi
105308,Ahmed Ali Abdullah SALEH
106854,Ahmed Ali Abdullah Al-Ahmar
105406,Il-Su KIM
112459,Il Su KIM
105410,Song-Sam KANG
112460,Song Sam KANG
105415,Chun-Sik CHOE
112461,Chun Sik CHOE
105419,Kyu-Nam SIN
112462,Kyu Nam SIN
105423,Chun-San PAK
112463,Chun San PAK
105426,Tong Myong SO
105602,Gabriel Jok
105603,Gabriel JOK RIAK MAKOL
105600,Jock Riak
105601,Jok Riak
105623,James Koang CHUOL
105622,James Koang Chol Ranley
105621,James Koang Chol
105620,Koang Chuol Ranley
105619,James Koang Chual
105628,Santino Deng Kuol
105629,Santino Deng Wuol
105630,Santino Deng WOL
105637,Marial Chinuong
105634,Marial Chinoum
105635,Marial Chanoung Yol
105638,Marial Chanuong Yol MANGOK
105636,Marial Chan
105759,Haji Abdul Basir
105758,Haji 'Abd Al-Basir
